id,steps,average heartrate,average stress,average sleep start,duration,average midsleep,average awake time
101,3860.235294117647,74.4375,22.066666666666666,23:02,9.0875,03:41,07:55
102,11666.9,95.0,36.666666666666664,,,,
105,9896.916666666666,77.75,40.583333333333336,00:19,8.671666666666667,04:50,09:00
107,6754.1875,82.0625,34.625,00:28,11.184166666666668,06:03,11:40
108,8821.888888888889,85.55555555555556,27.444444444444443,01:30,8.487499999999999,05:45,09:30
109,11430.666666666666,89.5,36.0,01:30,7.71,05:00,09:00
110,8401.57142857143,86.0,40.714285714285715,01:37,7.69,05:12,08:57
111,11871.727272727272,75.18181818181819,36.72727272727273,00:16,8.417272727272728,04:22,08:32
112,8044.428571428572,96.0,45.57142857142857,03:00,7.88,07:02,10:40
113,4707.642857142857,75.38461538461539,38.46153846153846,01:59,8.77818181818182,06:23,10:58
115,10553.636363636364,87.9090909090909,29.90909090909091,02:42,6.78,06:15,09:44
116,6401.076923076923,76.0,25.153846153846153,02:10,9.154615384615385,06:41,11:09
117,4367.6,76.3,21.2,02:03,7.875,06:10,09:52
118,4609.545454545455,76.0,32.45454545454545,00:38,8.342727272727272,04:49,09:01
119,17879.583333333332,73.0,27.5,02:35,7.323333333333333,06:15,09:56
121,8225.833333333334,83.25,35.333333333333336,00:33,7.553333333333334,04:09,07:58
122,10237.3,82.3,31.9,00:08,8.31,04:23,08:29
123,8600.363636363636,61.09090909090909,22.636363636363637,01:52,8.098181818181818,05:47,10:05
124,11686.90909090909,68.0909090909091,24.09090909090909,01:27,8.095454545454546,05:20,09:26
125,3923.3636363636365,79.18181818181819,28.363636363636363,00:32,8.482,04:45,09:12
126,2792.0,83.0,28.714285714285715,01:30,8.673333333333334,05:40,10:10
127,7802.222222222223,85.55555555555556,35.888888888888886,00:29,8.508333333333333,04:40,09:00
129,13689.666666666666,91.75,40.5,03:07,7.186,06:49,10:23
130,3809.3,83.2,28.8,21:45,11.18125,03:22,09:07
131,10950.75,85.5,34.0,04:00,9.764,09:13,14:02
